,count,hate_speech,offensive_language,neither,class,tweet
1981,3,0,3,0,1,&#8220;@verkannt__: &#8220;@what_evaittakes: Nasty pay the bills bitch&#128540;&#8221;&#128524;&#128524;&#8221;&#128514;&#128514;&#128514;
1982,3,0,3,0,1,"&#8220;@verkannt__: He told the bitch ""stop texting my phone my shawty crazy"" &#128524;&#128520;&#8221;glad he know &#128553;&#128553;&#128514;&#128514;"
1983,3,0,3,0,1,&#8220;@verseunanswered: Did that bitch from Frozen ever let it go?&#8221; &#128514;&#128514;
1984,3,0,3,0,1,&#8220;@victoriag3618: So that history test made me its bitch &#128514;&#128542;&#8221; haha
1985,3,0,3,0,1,&#8220;@vivaalakatyy: I just punched @victoriaaokk in the nose on accident because she just shocked the crap out of me &#128514;&#128514;&#128514;&#128514;&#8221; bitch that hurt!! &#128557;
1987,3,0,3,0,1,&#8220;@waymoflydenu If you do tax fraud you bet not dare tweet about voting bitch&#8221;all of them tweeting they don't do politics
1988,3,1,2,0,1,"&#8220;@waymoflydenu Them Jew Lawyers and Doctors say ""Nigga"" ran? Lol&#8221;nope they say shit like queer though"
1989,3,3,0,0,0,&#8220;@waymoflydenu Why yall think its ok to be faggots?&#8221; and want us to be cool with them
1990,3,0,3,0,1,&#8220;@whiteboytatted: Dudes out here will try and fuck ya bitch behind ya back and tell you she aint good for ya&#8221; its happend
1993,3,0,3,0,1,&#8220;@xo_omiexo: not one single bone in my body gives a fuck about what the next bitch thinks. &#128581;&#128564;&#8221;
1994,3,0,3,0,1,"&#8220;@xoxo_hayleyy: ""@savageater: i think if my girlfriend were to get locked up shed be the first one raped.#pussy""really bitch&#9995;&#128530;&#8221;really swerve"
1995,3,0,3,0,1,&#8220;@xoxo_laurenmane: Dumb ass bitches&#8221; @ me next time&#128075;
1996,3,0,3,0,1,&#8220;@yahhtriick: How do people even get crushes on me. Im like a total bitch.&#8221; &#128129;
1997,3,0,3,0,1,&#8220;@yeyo478: @Helenbabeey_ look at my benz bitch I've been the shit http://t.co/H0iXjZH0tZ&#8221;LMAOOO
1998,3,0,3,0,1,"&#8220;@yohidef: cool story bitch
1999,3,0,3,0,1,"&#8220;@youngmintono: This girl stress me out 
2001,3,1,2,0,1,&#8220;@zekedafreekk: Queen Latifah the only dyke id contemplate fucking.. Rns&#8221;wait...
2002,3,0,3,0,1,&#8220;@zooyorkinit: @whattheflocka lol love you ;)&#8221; little bitch
2003,3,0,3,0,1,&#8220;@zooyorkinit: When u want a cig but ur lovey gf won't go get them #potato ;) @whattheflocka&#8221; guilt trip city lil bitch
2033,3,0,3,0,1,&#9889;&#65039;&#9889;&#65039; why lie you're my nigguh &#128526;
2034,3,0,3,0,1,&#9996;&#65039; out bitch I'm winning &#128526; http://t.co/k3l15zoBGz
2035,3,0,3,0,1,&amp; I MOST DEFIANTLY WILL NOT let no bitch who FW a nigga I ALREADY HAD get the best out of me &#128514;&#128557; Fuccin wit my Hand-Me-Downs &amp; shit
2036,3,0,3,0,1,"&amp; I keep that bitch on me 
2037,6,1,5,0,1,&amp; These bitches bound to get hurt cause a lot of these niggas be playing
2038,3,0,3,0,1,&amp; fuck your bitch
2039,6,0,5,1,1,&amp; ion have a bitch. So yeah. What's understood don't need to be explained.
2040,3,0,3,0,1,"&amp; my sister is really going to fucken deny it but yet sprays the room with febreeze 
2041,3,0,2,1,1,&amp; this bitch ask me why my jeans sag cuz they tryna hold my bandz up &#128176;
2043,3,0,3,0,1,&amp;&amp; some of you hoes too... http://t.co/yJPSMAS4k2
2044,3,0,3,0,1,&amp;&amp; when Tha bitches start hating &#128553;&#128553;&#128129; that's wen a bitch lost me &#128588;&#128168;&#128591;&#128175;&#9996;&#65039;&#128581;&#128064;
2045,3,0,3,0,1,&amp;&amp;' hoes round here just opening legs like Walmart doors
2046,3,2,1,0,0,&amp;when they say him they mean dyke Ron #wcw http://t.co/VV4DUMMe4A
2047,3,1,2,0,1,&gt;Mfw some rachet ass hoe drops some scripture or religious stuff on social media http://t.co/9ZDsKU0lbo
2048,3,0,3,0,1,&gt;_&lt;.. RT @ItsTheBOOMshow @FricknAwesome metal monkey balls!
2049,3,0,3,0,1,&lt;&lt;&lt;&lt;&lt;&lt;when bitches be doing too much on twitter
2053,6,0,6,0,1,"' All jokes aside 
2054,3,0,2,1,1,' All the hoes loyal &#1041205;&#1041205;&#1043358;&#1043215;
2055,6,1,5,0,1,"' And you know that I believe it 
2056,6,1,5,0,1,"' Annnie say fuck that niggah 
2057,6,0,6,0,1,' August Alsina Deserved that &#1043323;&#1043323;&#1043358; My niggah .
2058,3,0,3,0,1,"' Baby moanin.... Got me zone'nn 
2059,6,0,6,0,1,"' Babyy moaaaanin &#1041219;&#1041222; Got me zone'nn...... I want this bitch next to me 
2060,3,1,2,0,1,' Beat the pussy up till its red like rosters and after I fuck I get to moovin like the hoovas &#1040784;&#9996;&#65039; .
2061,3,0,3,0,1,' Being in love stressful ma niggah .
2062,6,1,5,0,1,' Bitch caught a body about a week ago ! Fuck with us and we get to tweekin hoe ! Run up on that niggah get to... http://t.co/av9YPjtwxn
2063,6,1,5,0,1,' Broke Tf outta this niggah at 24 &#1041204;&#1041204;&#1041204; He stopped playen defense and all
2064,3,1,2,0,1,' Cause these hoes ain't loyal ! And niggahs ain't either ! When it go down you callin for hittas that you ain't... http://t.co/hj8GAfFZaM
2065,6,2,4,0,1,"' Cause these hoes ain't loyal ! These niggas ain't either &#1041233; 
2066,3,1,2,0,1,"' Club solo 1 deep 
2067,6,0,6,0,1,"' Don't ask me if I'm in my "" Feelings "" cause I ain't no bitch I don't got those Tf . I'm sad 
2068,3,2,1,0,0,' Don't sleep on ma niggah CHood &#128076; @CharleyHood &#128175;&#128175;
2069,3,1,2,0,1,' Elza M. Jones Was whipppppppen and drifting last night lol we was tu this ma niggah http://t.co/wAqAmR4BGU
2070,3,0,3,0,1,"' Entertain a flirtin ass niggah if you want too 
2071,6,1,5,0,1,"' From Freshman Year to Senior year 
2072,3,0,3,0,1,' Fuccccck that was ma niggah from Cali swag &#1041222;&#1041216; R.I.P Jayare .
2073,6,0,6,0,1,' Fuck her right in the pussy &#1041204;&#1041204;&#1041204;&#1041204;
2074,3,0,3,0,1,' Fucking on the first night don't make you a hoe &#9995; .
2075,3,0,3,0,1,"' Get some head off Twitter now niggahs that's bracken &#1041204;&#1041204; ima baby momma killa 
2076,3,0,3,0,1,' Got niggahs salty at meeeee cause yo dream bitch is ma main slide &#1041204;&#1041223;&#1041196;
2077,3,2,1,0,0,' Happppppy Birthdayyyy &#1041191;&#1041196;&#1043215; lol . Niggahs is really 21 in this bitch &#1043358;&#1041219; . http://t.co/YatU7pbsHX
2078,3,0,2,1,1,' Happy birthday to my main niggah right here &#1041240;&#1043358;&#1043359;&#1043323;&#1041681;&#1041636;&#1041629; We been at it for a minute same dreams of bein rich and we... http://t.co/Oy4x1yXHZe
2079,6,1,5,0,1,' Hate a female that got the mentality of a niggah .
2080,6,1,5,0,1,' Have you ever had sex ina cherry red vet witha fat trap Niggah keep that pussy sooo wet &#1043359;&#1043291;&#1041185; .
2081,6,0,6,0,1,"' Hoes on my mind 
2082,3,1,2,0,1,"' I ain't trippen cause I like her anyways 
2083,6,0,5,1,1,' I ain't trippen off you no mo &#1041204;&#9995; I done dropped you &#1043360; Knocked 4owe &#1043359; I could Neva be a foo for a hoe &#1043357;&#1043357; I put... http://t.co/GAIElrPDIK
2084,3,1,2,0,1,"' I don't like when niggahs be like "" where yo bitch at ? "" Na I'll check you on that idc who you is 
2085,3,0,3,0,1,"' I fw these niggahs everyday 
2086,3,0,3,0,1,"' I guess a niggah just believe in ya that's proof for ya 
2087,3,0,3,0,1,"' I hate a "" Guesss who just tried to talk to mee "" ass bitch &#1041190;&#9995;&#9996;&#65039;"
2088,6,0,5,1,1,"' I just feel like my mouthpiece so cold &#1041185; I'll give lessons to every niggah that ever got turned down 
2089,3,0,2,1,1,"' I know I Know I know . Them streets they fuck with me strong 
2090,3,0,3,0,1,"' I rather jack off then fuck hoes tbh 
2091,3,0,3,0,1,"' I really don't give a fuck . Once you start that "" You got hoes 
2092,3,0,3,0,1,' I still don't got the time for a bitch to be actin iffy &#1043323; .
2093,3,1,2,0,1,"' I thinkkk shee knows 
2094,6,0,5,1,1,"' I told this niggah Maya Angelo died.... This niggah gon ask me "" is that the Red Ninja Turtle ? &#1041204;&#1043473;&#1043357; Wtf ."
2095,3,0,3,0,1,"' I took the bitch down In the set 
2096,6,0,6,0,1,' I will never date a female with another niggah name on her lol . Wtf .
2097,6,0,6,0,1,' I wonder if you females out here ever just sit around and think bout how yall hoes or how unfaithful Yall really is .
2098,3,1,2,0,1,' I wouldn't bring my girl around nobody but Leo &#1041204;&#1041204;&#9995; He the only niggah I KNOW that wouldn't mess with any of the... http://t.co/LWDxrVJceu
2099,6,0,5,1,1,"' I'm hard to kill &#1041653; 
2100,3,0,3,0,1,"' I'm not gon ever be that niggah that hit 300 likes on every picture 
2101,3,0,2,1,1,' I'm that niggah you can show out in public babbbbbbyyyy &#1041191;&#1043215; lol
2102,3,0,3,0,1,' Id rather sit at the house all day and jack off then bust a mission to literally only chill with a bitch &#1041204;&#1043473;... http://t.co/MEtM60bG15
2103,3,0,3,0,1,' Idk why niggah give a female head then throw a condom on lmaooo niggah you already ate the whole STD &#1041204;&#1041204;
2104,3,0,3,0,1,"' If I ever put ma trust ina bitch 
2105,3,0,3,0,1,"' If I ever put my trust ina bitch 
2106,3,2,1,0,0,"' If this ugly ass niggah can be with her 
2107,3,0,3,0,1,"' If yo new niggah can't dress better then me 
2109,3,0,2,1,1,"' If you get yo girl took don't be mad at the niggah who did it &#1041204; Be mad at her 
2110,3,0,3,0,1,"' Ima kill that pussy straight murder that shit 
2111,3,0,3,0,1,"' Ima pull up 
2112,3,0,3,0,1,' Ima real young niggah witha muhhfuckin attitude &#1043359; Walk up I'm yo spot you would think a niggah mad at you .
2113,3,0,3,0,1,"' Ima young rich niggah Tryna fuck a niggah bitch 
2114,6,1,5,0,1,"' Indiana niggah you can tell from ma muhhfuckin grammar 
2115,3,1,2,0,1,' Is this Jody ? The niggah that got ma Boo Pregnant ? The niggah that can't take responsibilities as a... http://t.co/7ufNJ2NJhp
2117,3,0,2,1,1,' It's just me ? Or do you NOT want nobody else Texting/Inboxing/Kiking/DMing/Snapchatting/Emailing/ Yo girl or niggah ?
2118,3,0,3,0,1,"' Just was old to me 
2119,6,0,6,0,1,' Lemme find out you didn't answer my call cause you otp with that niggah &#1041204;
2120,3,0,3,0,1,' Leo Apolonio Look this niggah did a drive by on the bike http://t.co/3NisWlPNeC
2121,3,1,2,0,1,' Looked at my EX profile and she struggling with that weak ass niggah &#1041204; God Is Good &#1041240;&#1041243;
2122,3,0,3,0,1,' Ma niggah Alsina be doin his thang . http://t.co/IZA7Lil1Oz
2123,3,0,3,0,1,"' Make a niggah buy a ring for ya finger &#1042469; 
2124,6,0,6,0,1,' Mann these hoes get nothin ! &#1041233; But some dick and instructions ! &#1041204; If she with mee she fucccccckn ! I said I... http://t.co/1FN2TegZHh
2125,3,0,3,0,1,' Mannnnn wake y'all bitch asses up Blood !
2126,3,0,3,0,1,' My Charger got my fucked up &#1041184;&#1041185; Finna wrap the cord Tf around my phone this bitch finna charge today cuhz &#1041204;&#1041204;&#1041184;&#1041184; .
2127,3,0,3,0,1,' My baby mama trippen and that bitch can shoot &#1041653;&#1041653; .
2128,6,0,6,0,1,"' Nah I ain't no hoe niggah 
2129,6,2,4,0,1,"' Niggah said "" my girl off limits thirsty niggahs stay out her inbox "" But the bitch look like Kunta Kintes... http://t.co/VeqZF9IK6Q"
2130,6,0,6,0,1,' Niggahs stay thinkin I want they girl &#1041204;&#1041204;&#1041204;&#1041204;&#9995; Not nevvvvva niggah .
2131,6,2,4,0,1,"' No FEELINS for a hoe that ain't ma main thang 
2132,3,1,2,0,1,"' O M G you like stop controllin me 
2133,3,1,2,0,1,"' Ok ma Texas bitch keep textin me 
2134,3,0,3,0,1,"' Ok my Texas bitch keep textin me 
2135,3,1,2,0,1,"' On twitter say she ridin for a niggah &#1041219;&#1043215; . That's why I really fuck with her 
2136,3,1,2,0,1,' R.I.P Deshawn &#1041243; . I don't know him but I know a darkskin niggah in the hood named Deshawn getting shot tonight .
2137,3,0,3,0,1,' Ran a good game with my Royal niggah &#1043359;&#1042390;&#1043323;
2138,3,0,3,0,1,"' Said I ain't Neva love no bitcccccch 
2139,4,0,4,0,1,"' See I gotta get this money ma palms itchin 
2140,3,1,2,0,1,"' Shawty wanna tell me secrets on how to rap niggah 
2141,3,0,3,0,1,"' She drippen vanillaaaaa 
2142,6,0,6,0,1,"' She herd I was a dope boy 
2143,3,0,3,0,1,"' She love it when I talk to her crazy &#1041191;&#1041219; Suck a niggah dick 
2144,3,0,3,0,1,' She was mad for like 5 mins got over it and hit him right back up lol she care about that niggah . http://t.co/w13NFgBHSB
2145,3,0,3,0,1,' Somebody come look at this niggah right here * Kevin Hart Voice * lol http://t.co/R2mhWqc2jT
2146,3,0,3,0,1,"' Someone let me know why Drake so cold ? &#1041185;&#1041240;&#1043358;&#1043351;&#1043323; He my favorite rapper 
2147,3,0,3,0,1,"' South Central niggahs really don't be lovin these hoes 
2148,3,0,3,0,1,"' That fb profile checker thing fake then a mf 
2149,6,2,4,0,1,' That one niggah that grab the AUX cord and start playen weak ass music &#1041204;&#1041204;&#1041204;&#1041204; http://t.co/KOdyDgPgjA
2150,3,0,3,0,1,"' The hoes finna be like "" Owieee Trey 
2151,3,1,2,0,1,' These niggahs bitches call they momma tell her come and get'emm ! It's either that it shoot him or shoot whoever with him .
2152,3,0,2,1,1,' This Niggah Kevin Hart couldn't sit down lmaoooooooooooo My niggah My Niggah &#1041204;&#1041204;&#1041204;&#1041204;&#1043358;&#1043351;&#1043323;
2153,3,0,3,0,1,"' This be me &#1041204;&#1041204;&#1041204; 
2154,3,1,2,0,1,' This niggah Yanni like hangin up on NIGGAHS in mid sentence &#1041184;&#1043350; .
2155,3,2,1,0,0,' This niggah pharrell or whatever this niggah name is don't deserve shit for that white ass gay song .
2156,3,0,3,0,1,' Up runnin these 2K fades with ma niggah Tyreon &#1043323;&#1043359; Leo KO'd lmfaoo
2157,6,1,5,0,1,' Waaaaittt niggah holllll'up &#9995; these niggahs come to town start wife'n my old sluts &#1041204;&#1041204;&#1041204;&#1041210;&#1041210; .
2158,3,0,3,0,1,' Wake up I'm blessed &#1041243; Steaight Kush No stress &#1043293; Thankin God for ma success &#1043359;&#1041240; Ma bitches say I'm the best &#1043351;&#1043323; .
2159,3,0,3,0,1,' With my Bestf Shyanna Pen and ma main niggah Ronnie A. Jackson III &#1043359;&#1041636; Movie bound after we pick up the homies
2160,3,0,3,0,1,' Y'all complaining about thirst traps ? FR ? Theirs models that dress just like that ? Ass out and all STFU . Don't make you a hoe wtf .
2161,3,0,3,0,1,"' Y'all hoes get turned on for no reason &#1041204;&#1041204; 
2162,3,0,3,0,1,"' Y'all like sayin money don't buy happiness 
2163,3,0,2,1,1,' You Deserve x August Alsina &#1043358;&#1043358; Im dedicating that to all my old side hoes &#1041204;&#1041204;&#1041204;&#1041204;&#1041210;&#1041210;&#1041210;&#1041210;&#1041210;&#1043359; .
2164,6,1,5,0,1,' You gottttta be a mad a madddd niggah &#1041204;&#1041204;&#1041204; Sayin ma name ? I must've got you madddddd niggah &#1041204;&#1041204;&#1041204;&#1041204;&#1041210;&#1041210;&#1041210;&#1043359;&#9995;
2165,3,1,2,0,1,' You messin with broke niggahs you gon be broke niggah &#1043323;&#1043323;&#1043323;&#1043323;&#10071;&#65039;
2166,3,0,3,0,1,"' You niggahs actin like hoes 
2167,3,0,3,0,1,"' You tall tree ass females be 6'0 TALKIN bout "" Catching Feelings "" 
2168,3,0,3,0,1,' when it comes to pussy I have no fucking friends' - hostel iii is really what we're watching right now
2171,3,0,3,0,1,"'Cause they ain't her RT @Jvbir I aint eem watchin the awards yet
2172,3,2,1,0,0,"'Damn you
2174,6,0,6,0,1,"'Every bitch got a fat ass or she $3
2177,6,0,5,1,1,'Views from the 6' gon be Instagram picture titles for a while...brace yaself my nigs
2178,3,0,3,0,1,"'i drowned in ur pussy so i swam 2ur BuT."" Easily the most eloquent message sent on Xbox Live."
2181,3,0,3,0,1,(looks over at oomf) RT @shethepete Does pretending to have no bitches really work or nah?
2183,3,0,3,0,1,"*Bows down* ""Yes bitchmaster bitch"""
2185,3,1,2,0,1,*Does backflip* THISSSSSSSS!!! RT @Krislisisms: You niggas switch up your opinions like faggots
2186,3,0,3,0,1,*Gigantic RT @Naezus What a big faggot. RT @MIllionDolrBaby: Chubbs bout to Earl.
2187,3,0,3,0,1,*Nicolas Cage unrolls dusty secret scroll* It says here James Madison was a whiny little bitch
2189,3,1,2,0,1,*Sings* I killed that pussy she died with her eyes open!
2190,3,0,3,0,1,*Teachers call you a pussy for not doing senior skip day*
2192,3,0,3,0,1,*bitch breathes* me: could you not?
2194,3,2,1,0,0,"*goes to olive garden*
2195,3,0,3,0,1,*karate RT @SirAsshole: Karrenchi still a bird ass bitch
2196,3,0,3,0,1,*live ... lol what's wrong with these bitches man http://t.co/ZJYxCI9Ram
2197,3,1,2,0,1,*loud Jamaican horns* &#128226;&#128227;&#128226; RT @KingHorseDick: Then why u still single? RT @Greek_Oddess yall find the ugliest hoes attractive.
2198,3,0,3,0,1,*makes a wise argument about the accelerated Warholian notion of celebrity in the era of Vine* *passing teens mock my old wrinkled balls*
2199,3,0,3,0,1,*pops that pussy for singles*
2200,6,0,6,0,1,*pregnant crazy bitch wus the answer we were looking for...
2201,3,0,3,0,1,*puts people/bitch face on*
2203,3,1,2,0,1,"*scrolling through fb* some hoe says ""need a man 2 cuddle in the cold with"" bitch nobody wanna touch your #ratchet ass!"
2206,3,0,3,0,1,"+ 1 RT @RayThaGawd: &#8220;@_AListRaivyn: Joe Budden makes people delete their twitter accounts lmfao.&#8221; He's pussy tho he blocked me"""
2207,3,0,2,1,1,"+1 Otakon badge
2208,3,2,1,0,0,"
2209,3,0,2,1,1,"
2210,3,2,1,0,0,------&gt;RT @Maxin_Betha @HumbltonBanks ankle socks in general are for the faggots bro
2211,3,0,3,0,1,-5 RT @LoveMeDarlingg: 10. How many hoes do you REALLY have?
2213,3,0,3,0,1,. @_HISTO requires soundcloud links and tumblr bitches; he MIGHT let you play his party then.
2214,3,0,3,0,1,... I just feel bad for the women that continually flock to such darkness. Thugs talk the big talk to simple minded hoes and to their own.
2215,3,0,3,0,1,"... but bitches catch feelings after
2216,3,0,3,0,1,... lol nah hoes we dealt with it so will y'all &#128128; http://t.co/RXTJwwKfHJ
2217,3,0,3,0,1,..........does nobody sell #orange flavored and colored #bubblegum? IS THAT YOUR FUCKIN' PROBLEM? #Giants? Fuck it. I'm going #6Pack now
2218,3,0,2,1,1,....is now tweeting from a tablet....baller bitch!
2219,3,3,0,0,0,...aaaaaaaaand it begins. RT @RileydaKafka: Fucking niggers that's all Kentucky is and ever will be
2220,3,0,3,0,1,...and I'm goin back to school.. only for the hoes and a class or two
2221,3,0,3,0,1,...but if a SHOW about #Obama was called #Whitish ..........y'all motherfuckers would cry #racist like lil bitches. #Blackish
2222,3,0,3,0,1,...if Amber Rose can rock a bald head and a bald pussy then motherfucker so can I.
2223,3,3,0,0,0,"...you're white
2226,3,1,2,0,1,.@Buckm00se really does talk like a buck nigger
2230,3,0,3,0,1,".@SarahPalinUSA Wow
2232,3,0,3,0,1,".@TheRevAl Hey you race baiting FBI informant bitch
2238,3,0,3,0,1,".@reddroostermann 's love of Obama is unrequited
2239,3,1,2,0,1,.@rustyrockets with Putin pushing for land and China completely revamping their armed forces? You're a fucking retard. Stay out my country.
2240,3,0,3,0,1,1 baby Momma no bitch no wife like PAC u need a thug in ya life
2241,3,0,3,0,1,1 good girl is worth 1000 hoes
2242,9,0,8,1,1,1 loyal girl &gt; 1OO hoes
2243,4,0,4,0,1,1 more day bitches!!!!
2244,3,0,2,1,1,1 more game of 2k then I'm finish my new book ... John Grisham cold then a hoe
2245,3,0,3,0,1,1 thang i know these bitches come n go so keep em out your bussiness
2246,3,0,2,1,1,1 time for the lonely hoes watching #Scandal re runs
2248,3,0,3,0,1,1) Vader is a Sith. Not a Jedi. Duh. 2) Vader is also a whiny bitch. 3) YODA IS MOTHERFUCKING YODA. #micdrop
2249,3,0,3,0,1,"1
2252,3,0,2,1,1,"1. Pretty close &#8220;@Rosegoldracks: 0 trash ass nigga
2254,3,0,3,0,1,100 days til Christmas bitches
2255,3,0,3,0,1,100 mile dead zone radius around Philly...gotta go to NY or DC RT @CeeRoss The tri state needs better bitches
2256,3,1,2,0,1,100s 50s 20s yea I like my money in order bad Asian bitch yea she look just like Kemora
2257,3,0,3,0,1,108 MIL RT @SooMajor: And its cause of Romo bitch ass Dez &amp; Witten not eating
2258,3,0,3,0,1,"11/19 w/ @anjahlamarie - the depot 
2260,3,0,3,0,1,"12 was like ""Blocked bitch"" &#8220;@NoBeeetch: Don't start ""@bdoulaoblongata: They are blocking us in #Ferguson http://t.co/ymPzHmzUxG""&#8221;"
2261,3,0,3,0,1,"13% shy
2263,3,0,3,0,1,15. Did twitter ever get you pussy/dick
2264,3,0,3,0,1,18 year old pussy tastes like hope.
2265,3,0,3,0,1,18 yr scrap from out here might get life in prison for murderin a norte nigga by el pollo loco off of story rd.&#128563;
2266,3,1,2,0,1,187 how I'm killin these hoes
2269,3,0,3,0,1,1st game of Fall 7s.. finna kill some hoes
2270,3,0,3,0,1,1wayhustle come get signed bitch we self paid.
2273,3,0,3,0,1,"2 bad bitches
2274,3,2,1,0,0,2 beer queer
2275,3,1,2,0,1,2 faced bitch
2276,3,2,1,0,0,2 hoes 1 dyke
2277,3,0,3,0,1,2 or 3 hoes for everything &#128527;&#128520;&#128526;
2278,3,0,3,0,1,"2 thangs my bitch can't say
2279,6,1,4,1,1,2 year starting on me on the street... so i put a fag out on him. #funnyguy
2280,3,0,3,0,1,2+2 not knowing wtf it is bitch
2281,3,0,3,0,1,2012-2013 seniors were chill as fuck. this years seniors are basic ass bitches
2282,6,0,6,0,1,"20k tweets hoe
2283,3,0,3,0,1,21- you a bitch but you my bitch so we hella chillin. also thanks for tolerating me and being my friend.
2285,3,0,3,0,1,24_rozay_idgt mad cuz Twan fuck his bitch&#128514; http://t.co/GoyZfOU46I
2286,3,0,3,0,1,270 on flappy bird suck my dick and lick my balls #swag
2287,3,1,2,0,1,"2Pac was real af on ""Temptations"". Thats exactly how it be for niggas getting money and bitches"
2288,3,0,3,0,1,2fine4cheapwine@yahoo.com &#171;@Datjollygirl So who used my email address for this chat line? All these bitches hittin me up &#128530;&#187;
2289,3,1,2,0,1,2k coaches are retarded who would put a 5'10 point guard at the 3 tho.
2290,3,0,3,0,1,3 millionaires just walked in why you tripping bitch you paid for the fight ? Lmao
2291,3,0,2,1,1,"3 things i cant stand while dealing with a bitch! 
2292,3,0,3,0,1,3 years today I was a fucking retard and fell in love. Why was I so stupid? Wish I was coldhearted. #neverlovingsomeoneagain #dontneedanyone
2293,3,0,3,0,1,3-0-0 bitches fuck wid me
2295,3,0,3,0,1,"300 bitch we hot
2296,3,0,3,0,1,"35-11.
2297,6,0,6,0,1,"37- no
2298,3,0,3,0,1,4 fat hoes ina caddilac. U can tell they jus lost dey luxury car ride virginity#hoes too happy lmao
2299,3,3,0,0,0,"4 old hoes
2300,3,0,3,0,1,"4 stacks for the heels on my bitch feet
2302,3,0,3,0,1,40 mins. Until that bitch drop
2303,6,0,6,0,1,416 we know ya bitch @kendricklamar
2304,3,0,3,0,1,4th RT @MayaAngelouFRO: Beat my pussy up like i snitched on you and you had to serve time in a state correctional facility for 5 years.
2305,3,0,3,0,1,4th and long bitches
2307,3,2,1,0,0,5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw &#128514;&#128514;&#128514;
2311,3,0,3,0,1,5s are ugly thot bitch shoes
2312,3,0,3,0,1,5sos be like: come hang out with us!! but not if u fugly. oh and side hoes to the left thnx.
2313,3,0,3,0,1,5thharmony user followed then unfollowed me what a prude ass hoe
2314,3,0,3,0,1,"6' 217 on these hoes. I am not fat.
2315,3,0,3,0,1,6:07 AM .. Bout to match up wit dis nicca #DonnyDinero
2316,3,0,3,0,1,"7 pounds never fails to make me cry. Im not bitch
2317,3,0,3,0,1,7 years later and this bitch STILL didnt learn her lesson. lol I remember she was the first major nude leak of this generation
2318,3,0,2,1,1,7:15 needs to hurry up . It's chilly in this bitch
2319,3,0,3,0,1,8/10 of the girls u went to hs with look horrible now but don't wanna believe it....I'm bout to piss them Facebook hoes off with this
2320,3,3,0,0,0,"8/16/14 MO @GovJayNixon let &#8220;kill some crackers
2323,3,0,2,1,1,90 percent yo bitch with me 100 percent that scrap with me
2324,3,1,2,0,1,90% of niggas goofy and act like bitches
2326,3,0,3,0,1,"934 8616
2327,3,0,2,1,1,"95% of the truly talented people i've come across are retarded professionally. 95% of the awful
2329,3,0,3,0,1,99 problems but a bitch ain't 1
2330,3,0,3,0,1,99 problems but a bitch ain't one
2332,3,0,3,0,1,":/ well that sucks that Kobe is out now... he's still filthy
2333,3,0,3,0,1,===&gt; RT @kylegotjokes: All good pussy comes with a price tag
2334,3,0,3,0,1,@ me bitch
2335,3,0,3,0,1,@ me tho &#8220;@_Mashphatrabbit: This bitch wants to be included so fuckin baldly bruh!!!!&#8221;
2336,3,0,3,0,1,@ the chick who is gorgeous and so fine but her pussy stinks
2337,3,0,3,0,1,@ the person who significant other a hoe and you the s/o cheating
2338,3,0,3,0,1,@01TakesTheLead no bitch I had to use my whipers!!
2340,3,0,3,0,1,@05proFESSOR ... That's what happens when your getting pussy. Pussy or Twitter? Seems like a clear cut choice to me. Hahahaha
2342,3,2,1,0,0,@05proFESSOR I bet he's a Starbucks queer
2343,3,0,3,0,1,@0beytheLAU @Huntermoore bitch you gross as fuck touchin them saggy titties
2344,3,0,3,0,1,@0ddment I could fuck a bowl of graham cracker cereal
2345,3,0,3,0,1,@0hallis0n bitch caught a body about a week ago. Everybody catching bullet holes.
2348,3,0,3,0,1,@1000gramsBee bitch
2349,3,0,3,0,1,@10HSW @myluca01 @DenisGorman nothing like waiting till the last game of the season to peddle it shit website #heeb
2350,3,0,3,0,1,@10x90 @fucktyler fugly loose hoe
2355,3,0,3,0,1,"@1D_NIPPLES_ bitch you fucking told me to sit in that seat and yo dumbass come again saying ""why you sitting there"" bitch #vote5sos"
2356,3,0,3,0,1,@1Josh_Warwick3 @ashleyypat17 fag
2357,3,0,3,0,1,@1MannyOnly @iamadamg_ @JennyReyes42 bitches will be bitches.
2358,3,0,3,0,1,@1ONLYsolo fuc her and her pussy nasty &#128534;&#128534;&#128534;
2361,3,1,2,0,1,@1SonofYahweh and he whips mommy with the belt. They have not arrested this black womans real nigger yet. She got what she wanted... death!
2362,3,1,2,0,1,"@1SonofYahweh he aint a real nigger
2363,3,1,2,0,1,@1SonofYahweh no wonder you run nose first for yo real nigger &amp; white devil massah's or any man pointing at another to convince u he is less
2364,3,1,2,0,1,"@1SonofYahweh..they cry over lost pussy
2365,3,0,3,0,1,@1Starflow &#128514;&#128514;&#128514; them bitches need a tan
2366,3,0,3,0,1,@1deep_williard @Marlin_FishyAss it was old ratchet hoes Bruh
2367,3,0,3,0,1,@1stBlock_Rody pussy
2368,3,0,3,0,1,@1stBlock_Rody yu ah hoe
2370,3,3,0,0,0,@2014samanthaKay good enough fag
2371,6,0,6,0,1,@21Cvasquez little bitch your ass is getting tased when I get home
2372,3,0,3,0,1,@22duces20 haha still a little bitch though &#128517;
2373,3,1,2,0,1,@253hippy Bc she's a cunt hoe bag
2375,3,1,2,0,1,@2LEGIT4that Lmao &#9995; Excuse me bitch?I am not Soundcloud
